# Reproduction command (with lincs version 1.1.0): lincs generate classified-alternatives problem.yml model.yml 2500 --random-seed 867960298 --misclassified-count 0
name,"Criterion 1","Criterion 2","Criterion 3","Criterion 4","Criterion 5",category
"Alternative 1284",0.566781342,0.467490286,0.396624148,0.530558169,0.944975734,"Intermediate category 2"
"Alternative 1285",0.462228209,0.235701203,0.324284852,0.606183112,0.313435644,"Intermediate category 1"
"Alternative 1286",0.141577631,0.380709559,0.631356955,0.354830295,0.14501293,"Intermediate category 2"
"Alternative 1287",0.750109136,0.131131992,0.84940654,0.440357536,0.506012678,"Worst category"
"Alternative 1288",0.197996438,0.972624063,0.26949358,0.901504755,0.0256321803,"Worst category"
"Alternative 1289",0.74487257,0.0894823,0.731655121,0.902913749,0.615126431,"Worst category"
"Alternative 1290",0.307655513,0.33230564,0.534212649,0.27491203,0.0957478508,"Intermediate category 1"
"Alternative 1291",0.8136549,0.053545855,0.344464481,0.617312372,0.433382869,"Worst category"
"Alternative 1292",0.897768378,0.332632989,0.322120607,0.21827139,0.416262746,"Worst category"
"Alternative 1293",0.0692925602,0.217125446,0.939654946,0.806363165,0.851602435,"Worst category"
"Alternative 1294",0.319550186,0.759836853,0.707350671,0.459498346,0.460542738,"Intermediate category 2"
"Alternative 1295",0.241708189,0.928998351,0.595123291,0.405361742,0.0893873423,"Intermediate category 2"
"Alternative 1296",0.0394717827,0.923330128,0.338559896,0.580337822,0.460222572,"Worst category"
"Alternative 1297",0.345228672,0.610141337,0.370311439,0.397489548,0.967698157,"Intermediate category 2"
"Alternative 1298",0.880171657,0.425049871,0.888147712,0.252326965,0.90417856,"Intermediate category 2"
"Alternative 1299",0.416635901,0.844165444,0.0646031648,0.118996888,0.326756448,"Worst category"
"Alternative 1300",0.744919479,0.587110937,0.580371141,0.40509069,0.860920608,"Intermediate category 2"
"Alternative 1301",0.0470259078,0.848767459,0.547157347,0.105644204,0.193041682,"Intermediate category 1"
"Alternative 1302",0.954929531,0.961325228,0.264848918,0.509772301,0.116351873,"Intermediate category 2"
"Alternative 1303",0.482241422,0.474873334,0.320673227,0.160432741,0.363474727,"Worst category"
"Alternative 1304",0.342422158,0.665093005,0.76220566,0.586379349,0.264765292,"Intermediate category 2"
"Alternative 1305",0.195640847,0.473588377,0.365080833,0.571573973,0.308024257,"Intermediate category 1"
"Alternative 1306",0.305500776,0.907054901,0.935015976,0.127556905,0.281671405,"Intermediate category 3"
"Alternative 1307",0.0316639803,0.59405601,0.110679254,0.868549526,0.301978976,"Worst category"
"Alternative 1308",0.850574255,0.0011137242,0.0926056057,0.685951591,0.031511832,"Worst category"
"Alternative 1309",0.712227464,0.89939934,0.10225527,0.70816493,0.269978851,"Intermediate category 2"
"Alternative 1310",0.326901972,0.582356453,0.182094067,0.196007311,0.980373979,"Intermediate category 2"
"Alternative 1311",0.692899585,0.832818449,0.0231247023,0.582783997,0.674763799,"Intermediate category 2"
"Alternative 1312",0.829735398,0.561519861,0.972389519,0.312016159,0.930097401,"Intermediate category 2"
"Alternative 1313",0.816126943,0.491738796,0.400433779,0.649425149,0.145143628,"Intermediate category 2"
"Alternative 1314",0.352830172,0.353749424,0.234992281,0.902325094,0.59495616,"Intermediate category 1"
"Alternative 1315",0.0382057875,0.707087278,0.964853466,0.19088456,0.361358047,"Intermediate category 2"
"Alternative 1316",0.929513454,0.651025236,0.0164975654,0.266889244,0.337530971,"Worst category"
"Alternative 1317",0.642253637,0.353411704,0.482865214,0.962792397,0.495264322,"Intermediate category 2"
"Alternative 1318",0.744806588,0.00970534235,0.187102869,0.493682355,0.923823357,"Worst category"
"Alternative 1319",0.51592344,0.959864199,0.0190967806,0.205129862,0.304885298,"Worst category"
"Alternative 1320",0.491975248,0.572382092,0.659006953,0.0161957145,0.329583019,"Intermediate category 2"
"Alternative 1321",0.779363513,0.147559926,0.137351036,0.706895649,0.765574932,"Worst category"
"Alternative 1322",0.909674346,0.772863209,0.488806725,0.795893073,0.287932038,"Intermediate category 2"
"Alternative 1323",0.985450268,0.449091852,0.43866685,0.590848267,0.329542309,"Intermediate category 2"
"Alternative 1324",0.673146307,0.48179695,0.779140532,0.503779292,0.921691775,"Intermediate category 2"
"Alternative 1325",0.516429126,0.128876835,0.781438112,0.37237367,0.544947505,"Worst category"
"Alternative 1326",0.478247434,0.692330837,0.494113505,0.0313442163,0.839228809,"Intermediate category 2"
"Alternative 1327",0.631478429,0.131507024,0.0331644379,0.715151489,0.322885334,"Worst category"
"Alternative 1328",0.45502317,0.159053892,0.417233199,0.606380463,0.0344779119,"Worst category"
"Alternative 1329",0.00865193736,0.306877255,0.970623076,0.775454342,0.246962532,"Intermediate category 1"
"Alternative 1330",0.263215154,0.716534853,0.0191609561,0.984031498,0.990171492,"Intermediate category 2"
"Alternative 1331",0.832313776,0.653264225,0.0220147632,0.960647821,0.381604463,"Intermediate category 2"
"Alternative 1332",0.254680067,0.681259334,0.137295842,0.95568192,0.977990031,"Intermediate category 2"
"Alternative 1333",0.0142963044,0.033659175,0.751696706,0.00362274284,0.980126381,"Worst category"
"Alternative 1334",0.810609519,0.0186182745,0.277577877,0.183005065,0.228978664,"Worst category"
"Alternative 1335",0.552205026,0.504301548,0.972685456,0.437793285,0.130414829,"Intermediate category 2"
"Alternative 1336",0.571669757,0.837733388,0.934243381,0.113470897,0.443179846,"Intermediate category 3"
"Alternative 1337",0.095427312,0.946056485,0.95287317,0.528341234,0.813211203,"Intermediate category 3"
"Alternative 1338",0.434073716,0.730457366,0.584687233,0.0337539837,0.23733899,"Intermediate category 2"
"Alternative 1339",0.165709034,0.437626898,0.587233126,0.702714741,0.842546523,"Intermediate category 2"
"Alternative 1340",0.610449374,0.752124429,0.809561312,0.543695092,0.388356775,"Intermediate category 2"
"Alternative 1341",0.741156459,0.0629075989,0.943370163,0.755814135,0.603723168,"Worst category"
"Alternative 1342",0.736200869,0.908651233,0.728457987,0.139135182,0.623600245,"Intermediate category 3"
"Alternative 1343",0.442689955,0.61683017,0.653906226,0.67271632,0.650790989,"Intermediate category 2"
"Alternative 1344",0.979774833,0.844949782,0.354423225,0.331319749,0.0860346407,"Intermediate category 1"
"Alternative 1345",0.171912059,0.59088701,0.399060369,0.256073117,0.328415602,"Intermediate category 1"
"Alternative 1346",0.813251734,0.271537304,0.720077217,0.747972429,0.828276873,"Intermediate category 1"
"Alternative 1347",0.574280798,0.241289884,0.392310858,0.152234524,0.0056645507,"Intermediate category 1"
"Alternative 1348",0.732734621,0.745378733,0.551902354,0.266662836,0.667789996,"Intermediate category 1"
"Alternative 1349",0.0517452843,0.0622529536,0.856194973,0.588543057,0.3305251,"Worst category"
"Alternative 1350",0.596512258,0.755937934,0.376312494,0.727428257,0.664432824,"Intermediate category 2"
"Alternative 1351",0.901557505,0.761645854,0.0201397762,0.928073704,0.356088877,"Intermediate category 2"
"Alternative 1352",0.129171684,0.788166702,0.0649591833,0.757097602,0.648309529,"Intermediate category 1"
"Alternative 1353",0.476083428,0.0887029245,0.482250154,0.842219472,0.545736194,"Worst category"
"Alternative 1354",0.184340566,0.26416254,0.777425051,0.385679454,0.0381157175,"Intermediate category 1"
"Alternative 1355",0.303416461,0.606068313,0.871766984,0.562641084,0.744853795,"Intermediate category 2"
"Alternative 1356",0.467593282,0.538953304,0.142970517,0.988475204,0.696144223,"Intermediate category 2"
"Alternative 1357",0.0355626792,0.676050961,0.313824177,0.308951259,0.055507116,"Worst category"
"Alternative 1358",0.738047957,0.0258504972,0.75321269,0.163868099,0.8291803,"Worst category"
"Alternative 1359",0.975720108,0.660628676,0.917890429,0.272308916,0.182974786,"Intermediate category 2"
"Alternative 1360",0.641197085,0.749617577,0.161161467,0.854665041,0.693780482,"Intermediate category 2"
"Alternative 1361",0.0742319673,0.94504863,0.854240656,0.531472206,0.931912482,"Intermediate category 3"
"Alternative 1362",0.306990206,0.561911702,0.318127483,0.0783617944,0.0938111842,"Worst category"
"Alternative 1363",0.617620885,0.724236786,0.0137891909,0.716540337,0.884019196,"Intermediate category 2"
"Alternative 1364",0.256478906,0.118570082,0.804402769,0.738710284,0.160824209,"Worst category"
"Alternative 1365",0.726327956,0.914177358,0.93211174,0.0169903953,0.371632755,"Intermediate category 3"
"Alternative 1366",0.619517028,0.0411594659,0.82935369,0.476871997,0.79812324,"Worst category"
"Alternative 1367",0.392920345,0.569471478,0.585616112,0.74091959,0.609039485,"Intermediate category 2"
"Alternative 1368",0.588145971,0.32149446,0.0346484333,0.799118578,0.812158644,"Intermediate category 2"
"Alternative 1369",0.146854624,0.793828964,0.060048271,0.115301833,0.29238382,"Worst category"
"Alternative 1370",0.465567201,0.876704097,0.718985438,0.0975364596,0.693866611,"Intermediate category 3"
"Alternative 1371",0.0239651334,0.771519959,0.940852284,0.944681466,0.168975681,"Intermediate category 2"
"Alternative 1372",0.253077507,0.0126933921,0.280915588,0.855669558,0.615644991,"Worst category"
"Alternative 1373",0.250688106,0.00310843671,0.824602723,0.952721894,0.298716694,"Worst category"
"Alternative 1374",0.934951246,0.524980605,0.705075741,0.203297377,0.995518148,"Intermediate category 2"
"Alternative 1375",0.444975525,0.82194829,0.203582138,0.351301461,0.916220546,"Intermediate category 3"
"Alternative 1376",0.506979823,0.981732547,0.178209111,0.521441817,0.606517971,"Intermediate category 2"
"Alternative 1377",0.578201592,0.00877950154,0.0745097026,0.599717379,0.358504027,"Worst category"
"Alternative 1378",0.555043876,0.744421661,0.995660841,0.503847718,0.399282575,"Intermediate category 2"
"Alternative 1379",0.902363181,0.022204848,0.838288724,0.259318024,0.258136511,"Worst category"
"Alternative 1380",0.724633515,0.755520582,0.929920852,0.510134757,0.528245986,"Intermediate category 2"
"Alternative 1381",0.306780607,0.262134999,0.907031357,0.663072407,0.195579767,"Intermediate category 1"
"Alternative 1382",0.817799926,0.811185718,0.266552567,0.293188035,0.032025829,"Worst category"
"Alternative 1383",0.670380831,0.0514990874,0.373245507,0.353297114,0.100131139,"Worst category"
"Alternative 1384",0.446820587,0.161202356,0.0399195626,0.618066311,0.551843941,"Worst category"
"Alternative 1385",0.772674143,0.606542468,0.789589107,0.0828576609,0.761987567,"Intermediate category 2"
"Alternative 1386",0.573128283,0.405792713,0.193819717,0.888660014,0.2405269,"Intermediate category 2"
"Alternative 1387",0.54246366,0.328241408,0.949955761,0.871620297,0.41237542,"Intermediate category 2"
"Alternative 1388",0.819230437,0.192997202,0.560441852,0.610355377,0.152021721,"Worst category"
"Alternative 1389",0.564596832,0.945218503,0.685996532,0.0864443183,0.8006953,"Intermediate category 3"
"Alternative 1390",0.704354048,0.637553275,0.313910067,0.327637196,0.13421236,"Worst category"
"Alternative 1391",0.948499143,0.19510743,0.792010009,0.23655206,0.797973454,"Worst category"
"Alternative 1392",0.329006523,0.331167638,0.230424434,0.645348549,0.522983909,"Intermediate category 1"
"Alternative 1393",0.275894582,0.961950243,0.416226983,0.204621762,0.536410093,"Intermediate category 1"
"Alternative 1394",0.526012838,0.146046758,0.117121175,0.0758256018,0.805829346,"Worst category"
"Alternative 1395",0.772648156,0.713592768,0.816066444,0.0858707428,0.495852977,"Intermediate category 2"
"Alternative 1396",0.745447755,0.112009227,0.968096435,0.943421245,0.327739894,"Worst category"
"Alternative 1397",0.360945106,0.708195567,0.181306809,0.678591728,0.390426815,"Worst category"
"Alternative 1398",0.680636168,0.635820568,0.73236233,0.167638987,0.19950141,"Intermediate category 2"
"Alternative 1399",0.619789124,0.0597366728,0.848340511,0.84539026,0.654033065,"Worst category"
"Alternative 1400",0.404067576,0.334545374,0.508265078,0.579612494,0.727127373,"Intermediate category 2"
"Alternative 1401",0.026878994,0.872096419,0.77457881,0.353459001,0.941351056,"Intermediate category 3"
"Alternative 1402",0.734682858,0.286999524,0.0892482474,0.310798198,0.675816774,"Intermediate category 1"
"Alternative 1403",0.633148313,0.844797075,0.924657702,0.113384105,0.0903003961,"Intermediate category 3"
"Alternative 1404",0.540162683,0.121845134,0.675411105,0.975717843,0.540637374,"Worst category"
"Alternative 1405",0.305875957,0.576229036,0.348805428,0.376344264,0.567981005,"Intermediate category 1"
"Alternative 1406",0.917989075,0.873518527,0.17879729,0.527203739,0.119741477,"Intermediate category 2"
"Alternative 1407",0.777965009,0.440827787,0.557588398,0.768259645,0.414177418,"Intermediate category 2"
"Alternative 1408",0.552093327,0.586555898,0.362117141,0.865411162,0.0389071032,"Intermediate category 2"
"Alternative 1409",0.485967934,0.325214028,0.708824098,0.191184327,0.499050379,"Intermediate category 2"
"Alternative 1410",0.0137036946,0.693941772,0.702442884,0.822768867,0.347059935,"Intermediate category 2"
"Alternative 1411",0.111941256,0.32442829,0.803288639,0.717979193,0.178894415,"Intermediate category 2"
"Alternative 1412",0.349368364,0.343355954,0.905401886,0.100932054,0.386278778,"Intermediate category 2"
"Alternative 1413",0.684660614,0.0351910219,0.391222626,0.344867617,0.0575183369,"Worst category"
"Alternative 1414",0.0483824052,0.236901373,0.136605442,0.417176425,0.495981038,"Intermediate category 1"
"Alternative 1415",0.650071442,0.454932809,0.181842446,0.844967067,0.837929547,"Intermediate category 2"
"Alternative 1416",0.486256182,0.85538137,0.60424453,0.691639543,0.239271879,"Intermediate category 2"
"Alternative 1417",0.602532625,0.605267525,0.423280925,0.557485461,0.802846432,"Intermediate category 2"
"Alternative 1418",0.567000687,0.608602583,0.307101607,0.990837574,0.478233039,"Intermediate category 2"
"Alternative 1419",0.0100133512,0.812149227,0.733139992,0.0393201336,0.147574574,"Intermediate category 3"
"Alternative 1420",0.679676116,0.103465728,0.718006611,0.747325718,0.739160836,"Worst category"
"Alternative 1421",0.893473506,0.182629228,0.242351979,0.385047138,0.184938908,"Worst category"
"Alternative 1422",0.903770208,0.98780942,0.213077515,0.302037835,0.00378397945,"Worst category"
"Alternative 1423",0.662315071,0.944878638,0.203993723,0.235226512,0.63416028,"Intermediate category 1"
"Alternative 1424",0.050892625,0.404277503,0.681459308,0.55607003,0.947076976,"Intermediate category 2"
"Alternative 1425",0.0930047482,0.296833426,0.0781813487,0.250916123,0.369678319,"Worst category"
"Alternative 1426",0.22688359,0.26445201,0.0274538472,0.503219664,0.563652277,"Intermediate category 1"
"Alternative 1427",0.969740033,0.0560274683,0.745507061,0.22710906,0.710041404,"Worst category"
"Alternative 1428",0.477084041,0.709290028,0.889778376,0.815738142,0.927574217,"Intermediate category 2"
"Alternative 1429",0.662902355,0.40313217,0.759311497,0.545879066,0.445077717,"Intermediate category 2"
"Alternative 1430",0.68116653,0.982477844,0.00299665867,0.413898945,0.233312488,"Intermediate category 1"
"Alternative 1431",0.0828287527,0.878192484,0.192417845,0.74971056,0.209992588,"Worst category"
"Alternative 1432",0.470271409,0.730720341,0.398502707,0.807750881,0.636376977,"Intermediate category 1"
"Alternative 1433",0.166342273,0.549902976,0.24616228,0.551136672,0.616925359,"Intermediate category 1"
"Alternative 1434",0.990372539,0.118667856,0.764529765,0.953245699,0.924018562,"Worst category"
"Alternative 1435",0.0599026084,0.901074827,0.913615823,0.00199964037,0.269139528,"Intermediate category 3"
"Alternative 1436",0.412792146,0.452501148,0.38155365,0.0913689509,0.646059513,"Intermediate category 1"
"Alternative 1437",0.745013833,0.128957242,0.342009485,0.593290687,0.221499145,"Worst category"
"Alternative 1438",0.0321696661,0.51542896,0.465567499,0.147393346,0.456017613,"Intermediate category 1"
"Alternative 1439",0.416910261,0.891065955,0.413140595,0.803108215,0.165902719,"Intermediate category 1"
"Alternative 1440",0.484826922,0.14913024,0.673798978,0.0511846803,0.884303451,"Worst category"
"Alternative 1441",0.851457119,0.546413958,0.0628206283,0.558683574,0.765527546,"Intermediate category 2"
"Alternative 1442",0.425296962,0.800070465,0.241264969,0.195925772,0.261184365,"Worst category"
"Alternative 1443",0.850662768,0.839811206,0.820927143,0.872413874,0.00058467011,"Intermediate category 3"
"Alternative 1444",0.228655607,0.169352412,0.506108224,0.323030293,0.942031085,"Worst category"
"Alternative 1445",0.202513903,0.48980999,0.537490964,0.572983861,0.152828887,"Intermediate category 1"
"Alternative 1446",0.0149508491,0.776916385,0.136974499,0.761219859,0.67039907,"Intermediate category 1"
"Alternative 1447",0.829684198,0.945866466,0.95911634,0.86101079,0.220200986,"Intermediate category 3"
"Alternative 1448",0.28688848,0.0601851828,0.83929342,0.228301004,0.928720534,"Worst category"
"Alternative 1449",0.361650705,0.524165034,0.855440259,0.57425338,0.619466484,"Intermediate category 2"
"Alternative 1450",0.235722706,0.768692493,0.403777987,0.846531689,0.770702124,"Intermediate category 2"
"Alternative 1451",0.160070673,0.715285659,0.0287500396,0.0438490622,0.570294857,"Intermediate category 1"
"Alternative 1452",0.164650828,0.16072458,0.878439367,0.621851742,0.644691944,"Worst category"
"Alternative 1453",0.551989496,0.849620342,0.0315662026,0.65849787,0.690367937,"Intermediate category 2"
"Alternative 1454",0.978102446,0.23503682,0.00500455825,0.563559353,0.892533362,"Intermediate category 1"
"Alternative 1455",0.855079174,0.2991786,0.792671323,0.550344706,0.865854681,"Intermediate category 1"
"Alternative 1456",0.643688679,0.0866120085,0.600534737,0.115632996,0.815909028,"Worst category"
"Alternative 1457",0.313381523,0.265837789,0.178245425,0.567159295,0.896425843,"Intermediate category 1"
"Alternative 1458",0.0295864176,0.11199645,0.841662824,0.991979003,0.241905302,"Worst category"
"Alternative 1459",0.0678856447,0.922238708,0.603909552,0.305425793,0.0295521431,"Intermediate category 2"
"Alternative 1460",0.548597157,0.860780895,0.190762922,0.454988629,0.370175421,"Intermediate category 2"
"Alternative 1461",0.801466823,0.417560965,0.928605914,0.966191292,0.349867254,"Intermediate category 2"
"Alternative 1462",0.801587164,0.820579588,0.236675411,0.847566485,0.265026957,"Intermediate category 3"
"Alternative 1463",0.563095093,0.548366666,0.61179924,0.68338424,0.23485668,"Intermediate category 2"
"Alternative 1464",0.42130813,0.805679977,0.770658374,0.473531306,0.607774317,"Intermediate category 3"
"Alternative 1465",0.575196981,0.482644916,0.531439662,0.279177517,0.970383883,"Intermediate category 2"
"Alternative 1466",0.404841363,0.324381322,0.22665213,0.920481622,0.372336864,"Intermediate category 1"
"Alternative 1467",0.628867209,0.0890647247,0.015939232,0.449363321,0.644100428,"Worst category"
"Alternative 1468",0.676194012,0.0696709827,0.588615596,0.748202264,0.909713745,"Worst category"
"Alternative 1469",0.219294727,0.938517928,0.61534822,0.0285248831,0.452759266,"Intermediate category 2"
"Alternative 1470",0.351694524,0.138074085,0.966151178,0.0268053859,0.773503184,"Worst category"
"Alternative 1471",0.0414935835,0.212993979,0.572851956,0.561992407,0.606232882,"Worst category"
"Alternative 1472",0.615295112,0.979538739,0.487211585,0.772549331,0.0047116382,"Intermediate category 2"
"Alternative 1473",0.780213952,0.11898794,0.148699403,0.163827509,0.979071796,"Worst category"
"Alternative 1474",0.879413784,0.705474257,0.159531578,0.959575355,0.603606522,"Intermediate category 2"
"Alternative 1475",0.929505289,0.0988645107,0.161800742,0.907322347,0.99164474,"Worst category"
"Alternative 1476",0.539375305,0.773725092,0.171402752,0.698670387,0.459758639,"Intermediate category 2"
"Alternative 1477",0.258384675,0.0126910806,0.993674695,0.216718465,0.909704983,"Worst category"
"Alternative 1478",0.934810042,0.00834356435,0.83313781,0.205915645,0.696846664,"Worst category"
"Alternative 1479",0.0205572303,0.556600571,0.782859802,0.198537111,0.405483931,"Intermediate category 2"
"Alternative 1480",0.532417238,0.275224298,0.975340724,0.266811937,0.655599296,"Intermediate category 1"
"Alternative 1481",0.141388863,0.658533454,0.90676713,0.643041909,0.796072662,"Intermediate category 2"
"Alternative 1482",0.988154233,0.151114434,0.902425349,0.196182609,0.277998596,"Worst category"
"Alternative 1483",0.0665708557,0.206826285,0.976942301,0.425566852,0.455635399,"Worst category"
"Alternative 1484",0.442986369,0.180531651,0.308025539,0.812465608,0.688177168,"Worst category"
"Alternative 1485",0.710639477,0.820253849,0.560907185,0.600696921,0.403001845,"Intermediate category 2"
"Alternative 1486",0.961657345,0.816293001,0.321182251,0.618175566,0.562973917,"Intermediate category 2"
"Alternative 1487",0.530391991,0.993089616,0.175404415,0.761915207,0.175649062,"Intermediate category 2"
"Alternative 1488",0.600221872,0.723519087,0.965356171,0.52962178,0.496731222,"Intermediate category 2"
"Alternative 1489",0.493324846,0.202698335,0.0941773877,0.0381123684,0.290065914,"Worst category"
"Alternative 1490",0.996044338,0.412039638,0.158677503,0.895500004,0.0905780718,"Intermediate category 2"
"Alternative 1491",0.95394671,0.194566071,0.775410593,0.116197102,0.680450916,"Worst category"
"Alternative 1492",0.391585678,0.306538373,0.0236686207,0.532096267,0.496290565,"Intermediate category 1"
"Alternative 1493",0.506584108,0.84445399,0.331790745,0.141673848,0.0391928405,"Worst category"
"Alternative 1494",0.595078349,0.879602492,0.136091396,0.0659609586,0.478794277,"Worst category"
"Alternative 1495",0.817295611,0.537863731,0.57927084,0.0570493303,0.0884766951,"Intermediate category 2"
"Alternative 1496",0.215586767,0.23196058,0.881670475,0.443416953,0.212412536,"Intermediate category 1"
"Alternative 1497",0.0701199025,0.0495253913,0.00551674282,0.25063473,0.887093127,"Worst category"
"Alternative 1498",0.585621238,0.980799794,0.634917974,0.215758368,0.708898664,"Intermediate category 2"
"Alternative 1499",0.663179576,0.131420568,0.621029258,0.204047665,0.875501275,"Worst category"
"Alternative 1500",0.897144616,0.131905898,0.910987198,0.692569137,0.230404347,"Worst category"
"Alternative 1501",0.651438832,0.845728457,0.070983015,0.897178292,0.081599772,"Intermediate category 2"
"Alternative 1502",0.103457041,0.161593795,0.143113121,0.757873178,0.275345355,"Worst category"
"Alternative 1503",0.935259759,0.0255123805,0.654922307,0.20754008,0.261864692,"Worst category"
"Alternative 1504",0.0472787805,0.621519625,0.929487169,0.60564959,0.483347207,"Intermediate category 2"
"Alternative 1505",0.469382018,0.744884551,0.649979532,0.40821889,0.56254518,"Intermediate category 2"
"Alternative 1506",0.664524555,0.650653362,0.524217486,0.026395198,0.431642294,"Intermediate category 1"
"Alternative 1507",0.402853221,0.665946066,0.103571184,0.678333759,0.00525812991,"Intermediate category 1"
"Alternative 1508",0.740710497,0.132837474,0.353766173,0.69934094,0.459693402,"Worst category"
"Alternative 1509",0.588275552,0.535401046,0.271725476,0.678192139,0.320303202,"Intermediate category 2"
"Alternative 1510",0.382328928,0.332850277,0.816324353,0.721280515,0.421124727,"Intermediate category 2"
"Alternative 1511",0.990207732,0.905430794,0.88108927,0.747728944,0.15048708,"Intermediate category 3"
"Alternative 1512",0.441480696,0.23247683,0.831579387,0.946615219,0.566713393,"Intermediate category 1"
"Alternative 1513",0.179951936,0.0177565012,0.644370556,0.0745966062,0.0289930254,"Worst category"
"Alternative 1514",0.0399915762,0.740531087,0.543198645,0.0858168378,0.990391076,"Intermediate category 2"
"Alternative 1515",0.741146147,0.885648429,0.524899125,0.41961506,0.988271952,"Intermediate category 3"
"Alternative 1516",0.484643489,0.412344187,0.128418162,0.986052573,0.191556469,"Intermediate category 1"
"Alternative 1517",0.0960259363,0.127373651,0.30660063,0.0380051062,0.412995934,"Worst category"
"Alternative 1518",0.942147195,0.596311748,0.0788811594,0.40605852,0.84607327,"Intermediate category 2"
"Alternative 1519",0.0594867095,0.5224787,0.643087208,0.331442058,0.286963463,"Intermediate category 2"
"Alternative 1520",0.387003481,0.835741699,0.701972663,0.400866717,0.665370941,"Intermediate category 3"
"Alternative 1521",0.600049973,0.939303339,0.141832322,0.0295102671,0.4194794,"Worst category"
"Alternative 1522",0.814801276,0.964829564,0.868157208,0.900402308,0.794566989,"Best category"
"Alternative 1523",0.4980205,0.309267104,0.415312707,0.904144406,0.226303831,"Intermediate category 2"
"Alternative 1524",0.554489374,0.470876455,0.781590998,0.908264637,0.62618053,"Intermediate category 2"
"Alternative 1525",0.718828499,0.311082929,0.836941302,0.192115799,0.0569688715,"Intermediate category 2"
"Alternative 1526",0.932916641,0.387187481,0.575654328,0.790302455,0.147032067,"Intermediate category 2"
"Alternative 1527",0.705751061,0.258439392,0.925196171,0.590624511,0.948851168,"Intermediate category 1"
"Alternative 1528",0.754787087,0.640461087,0.331162274,0.945261717,0.742949426,"Intermediate category 2"
"Alternative 1529",0.504691362,0.721818626,0.731546819,0.180494279,0.30584088,"Intermediate category 2"
"Alternative 1530",0.18293865,0.695108891,0.596428871,0.810043335,0.0781050697,"Intermediate category 2"
"Alternative 1531",0.617173076,0.459234565,0.252516866,0.0859625489,0.893344164,"Intermediate category 2"
"Alternative 1532",0.992891252,0.895926833,0.102513649,0.0488817804,0.759550035,"Intermediate category 2"
"Alternative 1533",0.54728502,0.879642725,0.698487282,0.796692729,0.347848743,"Intermediate category 3"
"Alternative 1534",0.636249065,0.554392517,0.0136694293,0.819968641,0.679725289,"Intermediate category 2"
"Alternative 1535",0.00213940558,0.0351162553,0.702819765,0.388976067,0.227594689,"Worst category"
"Alternative 1536",0.359844804,0.0321234092,0.895789742,0.360399425,0.168881938,"Worst category"
"Alternative 1537",0.547171772,0.426260442,0.0532130525,0.476422101,0.20456332,"Intermediate category 2"
"Alternative 1538",0.78048265,0.609485865,0.271949798,0.241840109,0.771864295,"Intermediate category 2"
"Alternative 1539",0.0673781037,0.870641708,0.845003963,0.525748909,0.964083493,"Intermediate category 3"
"Alternative 1540",0.750103354,0.311938882,0.0747516379,0.442593753,0.914987922,"Intermediate category 2"
"Alternative 1541",0.398765326,0.177721605,0.0379753076,0.857885778,0.945144236,"Worst category"
"Alternative 1542",0.0817847401,0.814839602,0.457906067,0.500065923,0.544624984,"Intermediate category 1"
"Alternative 1543",0.858442843,0.797186553,0.681911826,0.358037144,0.462603182,"Intermediate category 3"
"Alternative 1544",0.223134384,0.299388945,0.442764521,0.484966755,0.760308504,"Intermediate category 1"
"Alternative 1545",0.929762006,0.79189992,0.247201145,0.451073289,0.696276844,"Intermediate category 2"
"Alternative 1546",0.34772718,0.376229078,0.172417596,0.935692072,0.636152387,"Intermediate category 1"
"Alternative 1547",0.797372043,0.148792058,0.264065117,0.527942717,0.89976573,"Worst category"
"Alternative 1548",0.472701073,0.911867976,0.400302052,0.932297826,0.680746973,"Intermediate category 1"
"Alternative 1549",0.983107865,0.529966831,0.839956522,0.153167799,0.360007644,"Intermediate category 2"
"Alternative 1550",0.569001734,0.874842525,0.69884783,0.083763212,0.621347249,"Intermediate category 3"
"Alternative 1551",0.494805276,0.872878313,0.258994639,0.860853732,0.571265996,"Intermediate category 1"
"Alternative 1552",0.586297989,0.960713744,0.927219987,0.705600619,0.157424405,"Intermediate category 3"
"Alternative 1553",0.616922677,0.898492396,0.157937825,0.346369088,0.456264347,"Intermediate category 1"
"Alternative 1554",0.954054892,0.486496508,0.840104699,0.895080984,0.00149361324,"Intermediate category 2"
"Alternative 1555",0.0726094544,0.909139335,0.0534246974,0.903707385,0.599196255,"Intermediate category 1"
"Alternative 1556",0.354213029,0.634679914,0.00952463783,0.149809495,0.913827837,"Intermediate category 2"
"Alternative 1557",0.569360137,0.604037166,0.112974405,0.17169489,0.335691839,"Worst category"
"Alternative 1558",0.519723117,0.0428962484,0.237314597,0.903046668,0.506599724,"Worst category"
"Alternative 1559",0.944745302,0.0951099172,0.156842187,0.874927998,0.237195224,"Worst category"
"Alternative 1560",0.218635023,0.806992233,0.51767689,0.437744021,0.47222808,"Intermediate category 1"
"Alternative 1561",0.962970257,0.684204876,0.154191852,0.524722993,0.0114712752,"Intermediate category 2"
"Alternative 1562",0.934246659,0.281661034,0.409216195,0.141937509,0.659638584,"Intermediate category 1"
"Alternative 1563",0.223566204,0.433547348,0.917778671,0.631381035,0.351937234,"Intermediate category 2"
"Alternative 1564",0.436415076,0.00281604705,0.40038535,0.634481013,0.145909742,"Worst category"
"Alternative 1565",0.410281569,0.557218254,0.683731794,0.151184544,0.784019053,"Intermediate category 2"
